Sentences,class
රජවරු නිතර අතීතයේදී යුද්ධ කළෝය.,correct
ජනතාව නිරතුරුව අද දින නගරය බලා යන්නේය.,correct
පක්ෂ හෙට සිය අදහස් ප්‍රකාශ කරනු ඇත.,correct
සභාපතිවරයා අද නව කාර්යයන් ආරම්භ කළේය.,correct
තොරතුරු හෙට පුවත්පත් මගින් ලැබෙනු ඇත.,correct
රාජ්‍ය නිලධාරීන් ඊයේ රාජකාරි කාරණා විමසා බලති.,correct
අපගේ තීරණය නිරතුරුව මුළු දේශය වෙතම බලපෑමක් විය.,correct
පණ්ඩිතයන් සැමදා උගත් ප්‍රඥාව මනාව පරිශීලනය කළෝය.,correct
සංචාරකයා ඊයේ රමණීය දර්ශන බැලීමට කන්ද නැග්ගේය.,correct
ඔහු පෙරේදා සිය කුඩා අධ්‍යාපන කරුණු පසුපස ගියේය.,correct
කාර්යාලයේ සිටින සියල්ලෝම හෙට නව ව්‍යාපෘතිය පිළිගනිති.,correct
වාර්තාව අද නියමිත කාලය තුළ ඉදිරිපත් කිරීම අවශ්‍ය වේ.,correct
දරුවන් දෛනිකව ගමේ ඇළ අසල සෙල්ලම් කළහ.,correct
ලේකම්වරයා ඊයේ මණ්ඩලය වෙත නව තොරතුරු දැන්වීය.,correct
ශිෂ්‍යයා අද පාසලේ කර්තව්‍යයන් සම්පූර්ණ කළේය.,correct
වරදි ඊයේ කළින් කළ පිළිබඳව සමාව ඇයැද සිටියේය.,correct
විද්‍යාලය සැමදා අපගේ ක්ෂේත්‍රයේ ඉහළට නැඟී සිටියේය.,correct
දරුවෝ දෛනිකව ග්‍රාමීය පාසල වෙත පැමිණීමට යුහුසුළු වෙති.,correct
සිද්ධිය පෙරේදා ඓතිහාසික මුළු දේශයම හඳුනාගෙන ඇත.,correct
ආණ්ඩුවක් නිරතුරුව යහපත් ජනතාවගේ දේ සැලකිල්ලට ගනී.,correct
ව්‍යාපෘති හෙට පරිසරය සුරැකීම වෙනුවෙන් ක්‍රියාත්මක විය.,correct
මහාචාර්යවරයා අද නව පර්යේෂණ නිමිත්තෙන් සිටියේය.,correct
මිල නිරතුරුවම වෙළඳ පොළේ භාණ්ඩ ඉහළ යමින් තිබුණි.,correct
ඔවුන් ඊයේ විවිධ දේශපාලන ප්‍රශ්න ගැඹුරින් සාකච්ඡා කළෝය.,correct
සංස්කෘතිය සැමදා ජාතික අපගේ ආත්මය බවට පත්වී ඇත.,correct
සූර්යයා උදෑසන උදාවන විට මහා අලෝකයක් පැතිරෙන්නේය.,correct
ආදායම නිරතුරුවම රාජ්‍ය ඉහළ නැංවීමට උත්සාහ කෙරේ.,correct
දර්ශනය සැමදා අපගේ මුළු ලෝකයාටම යහපතක් විය.,correct
ක්‍රමයක් හෙට නව අධ්‍යාපන පාසල්වල ආරම්භ කරන ලදී.,correct
ශාලා ඊයේ විශාල කර්මාන්ත මෙරට තුළ පිහිටුවන ලදී.,correct
ලේඛකයා ඊයේ සිය නව ග්‍රන්ථය මුද්‍රණය කළෝය.,correct
ගෞරවය සැමදා උපහාරය සියල්ලන්ටම ලබාදීම අත්‍යවශ්‍ය වේ.,correct
නිලධාරීහු අද සියලු ලේඛන සැකසීම වෙත යොමු විය.,correct
ජනතාව නිරතුරුව ප්‍රදේශයේ උවදුරින් පීඩාවට පත්වූහ.,correct
තොරතුරු ඊයේ සතුරාගේ ක්‍රියාකාරකම් පිළිබඳව සෙවූහ.,correct
සිසුන් දෛනිකව විද්‍යාත්මක තර්කය මනාව උපයෝගී කළහ.,correct
දෙයක්ම හෙට නියමිත කාලයේදී සම්පූර්ණ කිරීම අවශ්‍ය වේ.,correct
රෝහලේ හෙට සේවය සඳහා වෛද්‍යවරයෙක් පැමිණෙනු ඇත.,correct
දේශනය ඊයේ ඔහුගේ විශාල පිරිසක් සැලකිල්ලට ගන්නා ලදී.,correct
භික්ෂූන් අද වහන්සේලා වටිනා ධර්ම සාකච්ඡාවක් පැවැත්වූහ.,correct
ජනතාව නිරතුරුව සමාජයේ දුප්පත් වෙනුවෙන් වැඩසටහන් ඇත.,correct
තත්ත්වය අද වර්තමාන පිළිබඳව අධ්‍යයනයක් පැවැත්වීම අවශ්‍ය වේ.,correct
උරුමය සැමදා අපගේ සුරැකීම උත්තරීතර වගකීමක් විය.,correct
පරිත්‍යාගශීලීන් ඊයේ විශාල පන්සලට ආධාරයක් ලබාදුන්හ.,correct
යෝජනා හෙට ඉදිරිපත් කළ සභාව විසින් පිළිගනු ඇත.,correct
කර්මාන්ත නිරතුරුව දේශීය සංවර්ධනය කිරීම අවශ්‍ය විය.,correct
අවස්ථා දැන් නව ව්‍යාපාරික මෙරට තුළ පවතිනේය.,correct
පටය පෙරේදා කලින් කළ වීඩියෝ ජනප්‍රිය විය.,correct
මිනිසුන් නිරතුරුව සිය අයිතිවාසිකම් වෙනුවෙන් සටන් කළෝය.,correct
නිලධාරීන් ඊයේ රජයේ රාජකාරි කාලය තුළ සම්පූර්ණ කළෝය.,correct
පොත්පත් දෛනිකව කියවීම මගින් දැනුම පුළුල් විය.,correct
ප්‍රතිසංස්කරණ ඉදිරියේදී දේශපාලන ක්ෂේත්‍රයේ සිදුකරනු ඇත.,correct
සමූහයක් ඊයේ තරුණ සමාජ වැඩසටහනක් ආරම්භ කළෝය.,correct
කතාව අද ඔහුගේ ජනතාවගේ සිත් දිනාගැනීමට හේතු විය.,correct
තත්ත්වය නිරතුරුව සමාජයේ දුක්ඛිත පිළිබඳව අවධානයක් ලබාදෙන්නේය.,correct
ගුරුවරයා දෛනිකව සියලු සිසුන් වෙත දැනුම බෙදා දෙන්නේය.,correct
උත්සාහය සැමදා අපගේ සාර්ථකත්වය වෙතට යොමු විය.,correct
යෝජනා ඊයේ ඉදිරිපත් කළ මණ්ඩලය විසින් සාකච්ඡා කෙරේ.,correct
සංකල්ප නිරතුරුව විද්‍යාත්මක දරුවන්ගේ අධ්‍යාපනයට එකතු විය.,correct
උත්සවයක් සැමදා සෑම වසරකම පාසලේ පවත්වන ලදී.,correct
සේවාවන් හෙට රෝහලේ වෛද්‍ය දියුණු විය යුතුය.,correct
ගිවිසුම් අද පැරණි අලුත් කිරීම පිළිබඳව සාකච්ඡා කළෝය.,correct
ව්‍යාපෘතිය ඊයේ ඔවුන්ගේ නව අවධානය දිනාගැනීමට හේතු විය.,correct
ප්‍රශ්න සැමදා ලෝකයේ පවතින ගැඹුරින් අධ්‍යයනය කිරීම අවශ්‍ය වේ.,correct
සමගිය සැමදා සියලු දෙනාගේම ප්‍රධාන අරමුණක් විය.,correct
ව්‍යාපෘති හෙට අදහාගත නොහැකි සංවර්ධන ඇරඹෙනු ඇත.,correct
තීරණය හෙට ඔහුගේ මුළු සමාජයටම සුවයක් දෙනු ඇත.,correct
තොරතුරු දෛනිකව පුවත්පත් මගින් දේශපාලන ලැබෙන්නේය.,correct
සමූහයක් ඊයේ තරුණ වීඩියෝ පටයක් නිර්මාණය කළෝය.,correct
සංශෝධනයක් ඊයේ රජයේ නව පාර්ලිමේන්තුව විසින් පිළිගනු ලැබුණි.,correct
සේවාවන් අද වෛද්‍ය ග්‍රාමීය ප්‍රදේශවලට ලං විය.,correct
සාධාරණත්වය සැමදා සමාජ වෙනුවෙන් සටන් කිරීම අවශ්‍ය විය.,correct
චිත්‍රයක් ඊයේ කලාකරුවා අපූර්ව ශෛලියකින් අඳිනු ලැබීය.,correct
ප්‍රතිසංස්කරණ ඉදිරියේදී විශාල කාලය තුළදී සිදුවන්නේය.,correct
අයිතිවාසිකම් සැමදා සෑම පුරවැසියෙකුගේම සුරැකීම අත්‍යවශ්‍ය වේ.,correct
හානියක් ඊයේ මහා වැසි නිසා දැඩිව සිදුවිය.,correct
සංස්කෘතිය සැමදා දේශීය ජීවිතයට සැනසිල්ලක් විය.,correct
මණ්ඩලයක් ඊයේ සභාව නව අමාත්‍ය පිළිගන්නා ලදී.,correct
අවස්ථා අද ව්‍යාපාරික විදේශ වෙළඳපොළට යොමු විය.,correct
කෞතුකාගාරයේ පුරාණ වස්තූන් සැමදා ඉතා වටිනේය.,correct
පරිපාලන කටයුතු ඊයේ ලිපියක් පිළියෙළ කරන ලදී.,correct
ගුරුතුමිය දෛනිකව නව ශිල්පක්‍රම වෙත උනන්දු වූවාය.,correct
උරුමය සැමදා අපගේ සුරැකීමට නිරතුරුව උත්සාහ කළ යුතුය.,correct
ආයතනය අද රාජ්‍ය නව යෝජනා පිළිගත්තේය.,correct
විද්‍යාඥයන් අද ග්‍රහලෝක පිළිබඳව විමර්ශන කළහ.,correct
උත්සවය හෙට විශාල පිරිසක් එකතු වීමට සූදානම්ය.,correct
වාර්තාකරුවෝ ඊයේ සිද්ධිය පිළිබඳව අධ්‍යයනයක් පැවැත්වූහ.,correct
අමුත්තන් හෙට සැමදෙනාටම සුහදව කතා කරනු ඇත.,correct
ජනතාව නිරතුරුව සියලු සමෘද්ධිය සඳහා දායක වෙති.,correct
පරිසරය සුරැකීම සැමදා වෙනුවෙන් ව්‍යාපෘති ක්‍රියාත්මක විය.,correct
මහාචාර්යවරයා දෛනිකව නව පර්යේෂණ විද්‍යාගාරයේ සිටියේය.,correct
මිල නිරතුරුවම වෙළඳ පොළේ ඉහළ යමින් තිබුණි.,correct
ඔවුන් ඊයේ විවිධ දේශපාලන ප්‍රශ්න සාකච්ඡා කළෝය.,correct
සූර්යයා උදෑසන විට මහා අලෝකයක් පැතිරෙන්නේය.,correct
ආදායම නිරතුරුවම ඉහළ නැංවීමට සැමදා උත්සාහ කෙරේ.,correct
ක්‍රමයක් හෙට නව අධ්‍යාපන පාසල්වල ආරම්භ කරනු ඇත.,correct
ශාලා ඊයේ කර්මාන්ත මෙරට තුළ පිහිටුවන ලදී.,correct
ලේඛකයා අද නව ග්‍රන්ථය නිසොල්මනේ මුද්‍රණය කළෝය.,correct
ගෞරවය සහ උපහාරය සැමදා සියල්ලන්ටම ලබාදීම අවශ්‍ය වේ.,correct
නිලධාරීහු අද සියලු ලේඛන නිවැරදිව සැකසීම වෙත යොමු විය.,correct
ජනතාව නිතර ප්‍රදේශයේ උවදුරින් පීඩාවට පත්වූහ.,correct
ක්‍රියාකාරකම් නිරතුරුව සතුරාගේ තොරතුරු රහසිගතව සෙවූහ.,correct
,
,
මම නිහඬව කාමරයේ පන්ති ඉතා සිටිමි.,incorrect
මම පැවරුම අපට ගුරුතුමිය දුන් කළෙමි.,incorrect
ගුරුතුමිය අපට කතන්දරයක් ලස්සන කීවා ය.,incorrect
මම පිළිබඳ ව සොහොයුරිය  තම  සිතුවෙමි.,incorrect
පාඩම ගුරුවරයා විචිත්‍ර ලෙස ඉගැන්වීය.,incorrect
ධර්මය මිනිසුන් වෙති නිතර පිළිගන්නවා.,incorrect
උදෑසන සූර්යයා දිශාවෙන් නැඟුණේය පූර්ව.,incorrect
නව සභාවක් රාජ්‍යය වෙත ලදී පත් කරන.,incorrect
විශාල ග්‍රන්ථයක් උන්වහන්සේ කළසේක නිර්මාණය.,incorrect
දක්ෂතාව සිසුහු ක්‍රීඩාවේ පෙන්වූහ මැනවින්.,incorrect
අතිශය ධනවත් ව්‍යාපාරිකයෙකු නගරය විය.,incorrect
දුක්ඛිත තත්ත්වයන්ට සියලු ජනතාව මුහුණ දුන්හ.,incorrect
නිරතුරුව ලෝකයේ ප්‍රගතිය සඳහා යෙදේ.,incorrect
ධර්මය භික්ෂූන් නිශ්ශබ්දව විහාරයේ සාකච්ඡා කළහ.,incorrect
කාරණා රාජ්‍ය නිලධාරීන් රාජකාරි බලති පරෙස්සමින් විමසා.,incorrect
මුළු අපගේ තීරණය දේශය වෙතම විය බලපෑමක්.,incorrect
ප්‍රඥාව උගත් පණ්ඩිතයන් පරිශීලනය කළෝය මනාව.,incorrect
රමණීය සංචාරකයා දර්ශන කන්ද නැග්ගේය බැලීමට.,incorrect
කුඩා ඔහු සිය කරුණු අධ්‍යාපන ගියේය පසුපස.,incorrect
සියල්ලෝම කාර්යාලයේ සිටින ව්‍යාපෘතිය නව පිළිගනිති.,incorrect
කාලය තුළ නියමිත අවශ්‍ය වාර්තාව ඉදිරිපත් කිරීම වේ.,incorrect
ඇළ අසල දරුවන් ගමේ සෙල්ලම් කළහ.,incorrect
අධ්‍යක්ෂ වෙත නව මණ්ඩලය ලේකම්වරයා තොරතුරු දැන්වීය.,incorrect
පාසලේ ශිෂ්‍යයා සම්පූර්ණ කළේය පැවැත්වෙන සියලු කර්තව්‍යයන්.,incorrect
කාලානුරූපව ගොවියෝ බිම් කළහ සකස්.,incorrect
නීති අධිකාරිය නව ක්‍රියාත්මක කෙළේය ශ්‍රීඝ්‍රයෙන්.,incorrect
වඩා ඔහුගේ විද්‍යාත්මක ගවේෂණය විය දියුණු.,incorrect
සහනය ප්‍රදේශවාසීහු විපතට පත්වූවන්ට සැලසූහ.,incorrect
තරු රාත්‍රියේදී දීප්තිමත්ව අහසේ විය දිස්.,incorrect
අද පුස්තකාලය දින කරන ලදී විවෘත.,incorrect
කවියෝ තම නිරූපණය කළහ මනෝභාවයන් අලංකාරව.,incorrect
සාමය රජතුමා දැක්මක් ඇත වෙත විශේෂ.,incorrect
ධර්මය පන්සලෙහි භික්ෂූන් උගන්වති නිතර.,incorrect
මුහුදේ නැවියන් පැදවූහ විශාල යාත්‍රාවක්.,incorrect
සියලු ජනතාව වෙති දායක සමෘද්ධිය සඳහා සක්‍රීයව.,incorrect
ඉතා කෞතුකාගාරයේ සිටින පුරාණ වස්තූන් වටිනේය.,incorrect
සම්බන්ධව පරිපාලන කටයුතු ලදී කරන පිළියෙළ ලිපියක්.,incorrect
නව ගුරුතුමිය උනන්දු වූවාය ශිල්පක්‍රම කෙරෙහි වඩාත්.,incorrect
උරුමය අපගේ ඓතිහාසික කළ යුතුය නිරතුරුව සුරැකීමට උත්සාහ.,incorrect
නව රාජ්‍ය ආයතනය පිළිගත්තේය යෝජනා ඉදිරිපත් කළ.,incorrect
ග්‍රහලෝක විද්‍යාඥයන් පුළුල් විමර්ශන කළහ පිළිබඳව වඩාත්.,incorrect
විශාල උත්සවය සඳහා පිරිසක් එකතු වූහ අවම කාලයකින්.,incorrect
සිද්ධිය වාර්තාකරුවෝ අධ්‍යයනයක් පැවැත්වූහ පිළිබඳව ගැඹුරු.,incorrect
අමුත්තන් ගෞරවනීය කතා කළෝය සුහදව සැමදෙනාටම.,incorrect
මහජනතාව සටන් කළෝය සිය වෙනුවෙන් අවශ්‍යතා.,incorrect
අදහාගත නොහැකි සිදුවීම් වාර්තා විය දෛනිකව.,incorrect
විශාල ව්‍යාපෘති සංවර්ධන ඇරඹෙනු ඇත කඩිනමින්.,incorrect
ලැබෙනු ඇත ගෞරවය සහ අවධානය ඔහුට.,incorrect
සියලු ලෝකයේ සාමය වෙනුවෙන් උත්සාහයන් යොදවයි.,incorrect
අලංකාර ගීතයක් ජනප්‍රිය ගායකයා ගැයීය.,incorrect
පාලකයෝ ඇසූහ නිතරම ජනතාවගේ දේ.,incorrect
පාසල අළුතින් පත්වූ විදුහල්පතිතුමා වෙත ආවේය.,incorrect
ප්‍රශ්න පිළිබඳව දනිමු පැවැත්වූ බව විමර්ශනයක් ගැඹුරු.,incorrect
සාර්ථක ඔවුන්ගේ නව ව්‍යාපාරය විය ඉක්මනින්.,incorrect
සියලු සාමාජිකයින් රැස්වීම වෙත පැමිණියේය.,incorrect
විය යුතුය රාජ්‍ය ආයතන වඩාත් ඵලදායී.,incorrect
නිදහස් අධ්‍යාපනය වන්නේය වටිනා දීමනාවක්.,incorrect
ලෝකය නවීන තාක්ෂණය පැතිරෙන්නේය වේගයෙන් වෙත.,incorrect
අවලංගු පුරාණ ගිවිසුම් විය අද දින.,incorrect
අපූර්ව චිත්‍රයක් කලාකරුවා ලැබීය අඳිනු.,incorrect
වැදගත්ය දේශීය සංස්කෘතිය සුරැකීම ඉහළින්.,incorrect
විශාල භූමිකම්පාව හානියක් සිදුවිය හේතුවෙන්.,incorrect
රෝගියා වෛද්‍යවරයා පරෙස්සමින් කළේය පරීක්ෂා.,incorrect
විශේෂ නිලධාරීහු පත් කරන ලදී කාර්යයක් සඳහා.,incorrect
රාජ්‍ය සේවය කළෝය සතුටින් ඉටු.,incorrect
අද රාත්‍රියේදී හමනු ඇත ප්‍රබල සුළඟක්.,incorrect
වර්ෂාව කඳුකරයේ පතිත වන්නේය නිරතුරුව.,incorrect
සමාජයට යහපත් ආකල්ප විය වැදගත්.,incorrect
ක්‍රියාත්මක විය යුතුය සෑම අතකින්ම විනය.,incorrect
සභාව ව්‍යවස්ථාවක් නව පිළිගනු ලැබීය.,incorrect
වෙළඳාම විදේශ වෙළඳපොළ වෙත විහිදෙන්නේය.,incorrect
යුද්ධ අතීතයේදී රජවරු කළෝය නිරතුරුව.,incorrect
සහනයක් විද්‍යාත්මක ප්‍රගතිය ලබාදෙන්නේය.,incorrect
ග්‍රාමීය ජනතාව ගියෝය නගරය බලා අද දින.,incorrect
දේශපාලන පක්ෂ ප්‍රකාශ කළේය සිය අදහස්.,incorrect
නව සභාපතිවරයා ආරම්භ කළේය සිය කාර්යයන්.,incorrect
අනාගතයට ඉතිහාසය පාඩම් උගන්වන්නේය.,incorrect
දැනුම ගුරුවරයා උත්සාහයෙන් සිසුන් වෙත ලබා දුන්නේය.,incorrect
සියලු කාර්යාලයේ වැඩ වඩාත් පහසු විය.,incorrect
නිවැරදිව විද්‍යාත්මක පරීක්ෂණ පවත්වන ලදී.,incorrect
ධර්ම සාකච්ඡා ඔවුන් විවේක කාලයේදී කළහ.,incorrect
රාජ්‍යයේ ප්‍රගතිය සැපතක් විය ජනතාවට.,incorrect
සෙනෙහස අපගේ ජීවිතයට ලබාදෙයි සුවයක්.,incorrect
ජනතාවට පුවත්පත් මගින් ලැබෙන්නේය තොරතුරු.,incorrect
ඔහුගේ නිර්භීතකම ප්‍රශංසා විය සියල්ලන් විසින්.,incorrect
අපගේ උත්සාහය විය සාර්ථකත්වයට හේතු.,incorrect
නිර්මාණය කලාත්මක විය යුතුය අතිශය.,incorrect
විදේශ ආයෝජන මෙරටට පැමිණියේය නිරතුරුව.,incorrect
සමස්ත ජාතියම පෙන්වූහ එක්සත් බව.,incorrect
විහාරය වෙත පිළිමයක් නව කෙරින පත්.,incorrect
සෑම වසරකම පැවැත්වේ අලුත් උත්සවයක්.,incorrect
ප්‍රඥාව ඔබ කළේය මනාව පරිශීලනය.,incorrect
රජයේ රහස් තොරතුරු දන්නේය නිලධාරීන්.,incorrect
මෙම ප්‍රදේශය වෙත දුම්රිය පාරක් ඇත.,incorrect
සියලු පවුල් ජීවත් වෙති සන්තෝෂයෙන්.,incorrect
විචිත්‍රවත් වර්ණ එකතු විය පින්තූරය වෙත.,incorrect
කාර්ය මණ්ඩලය සූදානම් විය අවම කාලයකින්.,incorrect
නව සංශෝධන සාකච්ඡා විය පාර්ලිමේන්තුවේ දී.,incorrect
දක්ෂතාවය යනු ඇත නිසා ඔහු ඉහළට.,incorrect
අග්‍රාමාත්‍යතුමා වෙත ජනතාව පණිවිඩයක් එවීය.,incorrect
විවිධ ඔවුන් තොරතුරු එකතු කළහ විද්‍යාත්මක.,incorrect
ගැටළු පිළිබඳව ඇත සංවාදයක් විශාල.,incorrect
අධ්‍යාපන ක්ෂේත්‍රය ප්‍රබල විය යුතුය වඩාත්.,incorrect
සිටියෝය මිනිස්සු සත්‍යය වෙනුවෙන් නිරතුරුව.,incorrect
දරුවෝ ප්‍රදර්ශනයක් පාසලේ පැවැත්වූහ.,incorrect
අපගේ උරුමය විය අවශ්‍ය අගය කිරීම.,incorrect
වගකීම් රාජකාරී සම්පූර්ණ විය කාලයේදී නියමිත.,incorrect
ප්‍රශ්න ලෝකයේ කෙරේ ගැඹුරින් සාකච්ඡා.,incorrect
අවස්ථා ව්‍යාපාරික බිහිවන්නේය මෙරට තුළ.,incorrect
සෑමගේම පරිසරය වගකීමක් විය සුරැකීම.,incorrect
පුරවැසියන් භුක්ති විඳිති සිය මූලික අයිතිවාසිකම්.,incorrect
ජල ගැලීම් මහා වැසි නිසා සිදුවිය.,incorrect
කඩිනමින් පැරණි ගිවිසුම් විය යුතුය අලුත්.,incorrect
සියලු දෙනාම යොමු විය වෙත එකම අරමුණක්.,incorrect
නිරතුරුවම යහපත් පාලනයක් විය අවශ්‍ය.,incorrect
නව පාර්ලිමේන්තුවේ ලදී පිළිගන්නා සංශෝධනයක්.,incorrect
ග්‍රාමීය ප්‍රදේශ වෙත වෛද්‍ය සේවාවන් ළඟා විය.,incorrect
සාධාරණත්වය සමාජ වැදගත්ය සඳහා සටන් කිරීම.,incorrect
නළුවා ඉදිරිපත් කළේය උසස් රංගනයක්.,incorrect
දේශය තුළ විශාල ප්‍රතිසංස්කරණ සිදුවන්නේය.,incorrect
ඔහුට ගෞරවය සහ කීර්තිය හිමි විය.,incorrect
ඉතිහාසය පුරාණ යුද්ධවල අධ්‍යයනය කළ යුතුය.,incorrect
අපගේ උත්සාහය විය අනිවාර්යයෙන්ම සාර්ථක.,incorrect
පැතිරේ නව තාක්ෂණික දැනුම සියලු වෙත.,incorrect
ඇයැද කලින් කළ වැරදි පිළිබඳව සිටියේය නිරතුරුව සමාව.,incorrect
අපගේ විද්‍යාලය සිටියේය ක්ෂේත්‍රයේ ඉහළට නැඟී අධ්‍යාපන.,incorrect
ග්‍රාමීය දරුවෝ පැමිණීමට යුහුසුළු වෙති පාසල වෙත උදෑසන.,incorrect
මුළු එම ඓතිහාසික සිද්ධිය ඇත දේශයම හඳුනාගෙන.,incorrect
නිතරම යහපත් ආණ්ඩුවක් ගනී සැලකිල්ලට ජනතාවගේ දේ.,incorrect
විශේෂ පරිසරය සුරැකීම වෙනුවෙන් ක්‍රියාත්මක විය ව්‍යාපෘති.,incorrect
මහාචාර්යවරයා සිටියේය නව පර්යේෂණ නිමිත්තෙන් විද්‍යාගාරයේ.,incorrect
භාණ්ඩ වෙළඳ පොළේ නිරතුරුවම තිබුණි යමින් ඉහළ මිල.,incorrect
ගැඹුරින් ඔවුන් විවිධ දේශපාලන ප්‍රශ්න සාකච්ඡා කළෝය.,incorrect
සංස්කෘතිය ජාතික බවට පත්වී ඇත අපගේ ආත්මය.,incorrect
සූර්යයා පැතිරෙන්නේය මහා අලෝකයක් උදාවන විට.,incorrect
රාජ්‍ය ආදායම කෙරේ නිරතුරුවම ඉහළ නැංවීමට උත්සාහ.,incorrect
අපගේ දර්ශනය විය මුළු ලෝකයාටම යහපතක්.,incorrect
නව අධ්‍යාපන ක්‍රමයක් ලදී ආරම්භ කරන පාසල්වල.,incorrect
කර්මාන්ත විශාල ගණනාවක් ලදී පිහිටුවන මෙරට තුළ ශාලා.,incorrect
ග්‍රන්ථය ලේඛකයා සිය මුද්‍රණය කළෝය නව නිසොල්මනේ.,incorrect
සියල්ලන්ටම ගෞරවය සහ උපහාරය වේ ලබාදීම අත්‍යවශ්‍ය.,incorrect
වෙත නිලධාරීහු සියලු ලේඛන යොමු විය නිවැරදිව සැකසීම.,incorrect
ප්‍රදේශයේ ජනතාව පත්වූහ උවදුරින් විශාල පීඩාවට ගංවතුර.,incorrect
සතුරාගේ තොරතුරු ක්‍රියාකාරකම් පිළිබඳව සෙවූහ රහසිගතව.,incorrect
තර්කය සිසුන් උපයෝගී කර ගන්නා ලදී විද්‍යාත්මක මනාව.,incorrect
සම්පූර්ණ සෑම දෙයක්ම විය අවශ්‍ය නියමිත කාලයේදී කිරීම.,incorrect
නව වෛද්‍යවරයෙක් රෝහලේ සේවය සඳහා පැමිණියේය.,incorrect
දේශනය ඔහුගේ ලදී ගන්නා සැලකිල්ලට විශාල පිරිසක් විසින්.,incorrect
වහන්සේලා භික්ෂූන් පැවැත්වූහ වටිනා ධර්ම සාකච්ඡාවක්.,incorrect
දුප්පත් සමාජයේ ජනතාව ඇත වෙනුවෙන් විශේෂ වැඩසටහන්.,incorrect
වර්තමාන තත්ත්වය අත්‍යවශ්‍ය වේ පිළිබඳව ගැඹුරු අධ්‍යයනයක් පැවැත්වීම.,incorrect
අපගේ උරුමය විය සුරැකීම සෑමගේම උත්තරීතර වගකීමක්.,incorrect
විශාල පරිත්‍යාගශීලීන් ලබාදුන්හ ආධාරයක් පන්සලට විශේෂ.,incorrect
ලැබෙනු ඇත ඉදිරිපත් කළ යෝජනා සභාව විසින් පිළිගනු.,incorrect
අවශ්‍ය දේශීය කර්මාන්ත විය නිරතුරුව සංවර්ධනය කිරීම.,incorrect
නව ව්‍යාපාරික අවස්ථා පවතිනේය දැන් මෙරට තුළ.,incorrect
කලින් කළ වීඩියෝ පටය පත්වූයේය ජනප්‍රිය බවට.,incorrect
මිනිසුන් කළෝය වෙනුවෙන් දිගින් දිගටම සටන් සිය මූලික අයිතිවාසිකම්.,incorrect
රජයේ නිලධාරීන් සම්පූර්ණ කළෝය රාජකාරි කාලය තුළ නියමිත.,incorrect
පොත්පත් වඩාත් දැනුම කියවීම මගින් විය පුළුල්.,incorrect
ප්‍රතිසංස්කරණ දේශපාලන ක්ෂේත්‍රයේ සිදුකරනු ලැබෙනු ඇත විශාල.,incorrect
තරුණ සමූහයක් ආරම්භ කළෝය නව සමාජ වැඩසටහනක්.,incorrect
ජනතාවගේ ඔහුගේ කතාව විය සිත් දිනාගැනීමට හේතු.,incorrect
සමාජයේ පවතින ඇත ලබාදෙනු අවධානයක් දුක්ඛිත තත්ත්වය පිළිබඳව විශේෂ.,incorrect
ගුරුවරයා බෙදා දෙන්නේය දැනුම සිසුන් වෙත සියලු සමසේ.,incorrect
අපගේ උත්සාහය යොමු විය වෙතට සාර්ථකත්වය නිරතුරුවම.,incorrect
ඉදිරිපත් කෙරේ කළ යෝජනා අමාත්‍ය මණ්ඩලය විසින් සාකච්ඡා.,incorrect
සංකල්ප විද්‍යාත්මක එකතු විය දරුවන්ගේ අධ්‍යාපනයට.,incorrect
පාසලේ සෑම වසරකම ලදී පවත්වන ක්‍රීඩා උත්සවයක් සාර්ථකව.,incorrect
ජනතාව සිටියෝය නිරතුරුව යහපත් පාලනයක් බලාපොරොත්තු වෙමින්.,incorrect
රෝහලේ විය යුතුය වෛද්‍ය සේවාවන් වඩාත් දියුණු.,incorrect
සාකච්ඡා පැරණි ගිවිසුම් කළෝය අලුත් කිරීම පිළිබඳව.,incorrect
ලෝකයේ ඔවුන්ගේ නව ව්‍යාපෘතිය විය දිනාගැනීමට හේතු අවධානය.,incorrect
අධ්‍යයනය ලෝකයේ ප්‍රශ්න ගැඹුරින් අවශ්‍ය වේ කිරීම.,incorrect
සමගිය සියලු දෙනාගේම විය අපගේ ප්‍රධාන අරමුණක්.,incorrect
කඩිනමින් අදහාගත නොහැකි ඇරඹෙනු ඇත සංවර්ධන ව්‍යාපෘති.,incorrect
සුවයක් ඔහුගේ තීරණය ලබාදෙනු ඇත මුළු සමාජයටම.,incorrect
දේශපාලන පුවත්පත් මගින් ලැබෙන්නේය තොරතුරු නිරතුරුව.,incorrect
විශේෂ තරුණ සමූහයක් කළෝය වීඩියෝ පටයක් නිර්මාණය.,incorrect
නව රජයේ සංශෝධනයක් ලැබුණි පිළිගනු පාර්ලිමේන්තුව විසින්.,incorrect
වෛද්‍ය සේවාවන් වඩාත් ග්‍රාමීය ප්‍රදේශවලට විය ලං.,incorrect
සාධාරණත්වය සමාජ වෙනුවෙන් විය අවශ්‍ය සටන් කිරීම විශාල.,incorrect
අඳිනු කලාකරුවා අපූර්ව ශෛලියකින් ලැබීය චිත්‍රයක්.,incorrect
සිදුවන්නේය ඉදිරි කාලය තුළදී විශාල ප්‍රතිසංස්කරණ.,incorrect
සෑම පුරවැසියෙකුගේම වේ සුරැකීම අත්‍යවශ්‍ය අයිතිවාසිකම්.,incorrect
